dev,iast,roman,count,top_sources,gotra_context
कुलपतिसुता दरिहरा,kulptisutā drihrā,kulptisuta drihra,2,Final_66-347.doc,
कुलमणि जगति पवौली,kulmṇi jgti pvaulī,kulmni jgti pvauli,2,punji-06-Diwali2014.doc,Kauśika
कुलमणि दौ बेलउँच,kulmṇi dau belum̐c,kulmni dau belumc,2,punji-08-Diwali2014.doc,Kapila
कुलमणि नित्यानन्दो खौआल,kulmṇi nityānndo khauāl,kulmni nityanndo khaual,2,Final_348-690.doc,
कुलमणि फनन्दह,kulmṇi phnndh,kulmni phnndh,2,Final_348-690.doc,
कुलमनि एकहरा,kulmni ekhrā,kulmni ekhra,2,Vol-3Final03-a(1).doc,
कुलमनि करमहा,kulmni krmhā,kulmni krmha,2,Vol-3Final03-a(1).doc,
कुलमनि तिसउत,kulmni tisut,kulmni tisut,2,Vol-3Final03-c(1).doc,
कुलमनि दौ,kulmni dau,kulmni dau,2,Vol-3Final03-d(1).doc,
कुलमनि पनिचौम,kulmni pnicaum,kulmni pnicaum,2,Vol-3Final03-d(1).doc,
कुलमनि शिवरामा सोदरपुर,kulmni śivrāmā sodrpur,kulmni sivrama sodrpur,2,Vol-3Final03-e(1).doc,
कुलमनि सोदरपुर,kulmni sodrpur,kulmni sodrpur,2,Vol-3Final03-c(1).doc,
कुलमनिः गाउल करमहा,kulmniḥ gāul krmhā,kulmnih gaul krmha,2,punji-03-Diwali2014.doc,
कुलसुता सरिसब,kulsutā srisb,kulsuta srisb,2,Vol-3Final03-d(1).doc,
कुलानन्द इन्द्रमणियः बलियास,kulānnd indrmṇiyḥ bliyās,kulannd indrmniyh bliyas,2,punji-06-Diwali2014.doc,Śāṇḍilya
कुलानन्द करमहा,kulānnd krmhā,kulannd krmha,2,Final_348-690.doc,
कुलानन्द खौआल,kulānnd khauāl,kulannd khaual,2,Final_66-347.doc,
कुलानन्द दौ सतलखा,kulānnd dau stlkhā,kulannd dau stlkha,2,punji-07-Diwali2014.doc,Kapila
कुलानन्द दौ सोदरपुर,kulānnd dau sodrpur,kulannd dau sodrpur,2,Final_348-690.doc,
कुलानन्द महानन्दा पाली,kulānnd mhānndā pālī,kulannd mhannda pali,2,punji-08-Diwali2014.doc,Kapila
कुलानन्द वलियास,kulānnd vliyās,kulannd vliyas,2,Final_348-690.doc,Kapila
कुलानन्दः उल्लू कुजौली,kulānndḥ ullū kujaulī,kulanndh ullu kujauli,2,punji-05-Diwali2014.doc,
कुलानन्दः बलियास,kulānndḥ bliyās,kulanndh bliyas,2,punji-03-Diwali2014.doc,
कुलानन्दः हर्षोली सोदरपुर,kulānndḥ hrṣolī sodrpur,kulanndh hrsoli sodrpur,2,punji-06-Diwali2014.doc,Śāṇḍilya
कुलानन्दा कसियाम बहेराढी,kulānndā ksiyām bherāḍhī,kulannda ksiyam bheradhi,2,punji-02-Diwali2014.doc,
कुलानन्दाः कसियाम बहेराढी,kulānndāḥ ksiyām bherāḍhī,kulanndah ksiyam bheradhi,2,punji-08-Diwali2014.doc,
कुलानन्दाः नान्यपुर अलय,kulānndāḥ nānypur aly,kulanndah nanypur aly,2,punji-06-Diwali2014.doc,Śāṇḍilya
कुलानन्दो दिघोय,kulānndo dighoy,kulanndo dighoy,2,punji-07-Diwali2014.doc,Kapila
कुलानन्दौ परियाम्ब बुधवाल,kulānndau priyāmb budhvāl,kulanndau priyamb budhval,2,punji-02-Diwali2014.doc,
कुलानाथ दरिहरा,kulānāth drihrā,kulanath drihra,2,Vol-3Final03-e(1).doc,
कुलानाथ माण्डर,kulānāth māṇḍr,kulanath mandr,2,Final_348-690.doc,Kapila
कुलाराम घनीका पनिचोभ,kulārām ghnīkā pnicobh,kularam ghnika pnicobh,2,Final_66-347.doc,
कुली माण्डर,kulī māṇḍr,kuli mandr,2,Final_66-347.doc,
कुलीकः आहिल खौआल,kulīkḥ āhil khauāl,kulikh ahil khaual,2,punji-02-Diwali2014.doc,
कुलीकः उँ बेलउंच,kulīkḥ um̐ beluṃc,kulikh um belumc,2,punji-03-Diwali2014.doc,
कुलीकौ आहिल खौआल,kulīkau āhil khauāl,kulikau ahil khaual,2,punji-03-Diwali2014.doc,
कुल्ली सिंहोलियाम,kullī siṃholiyām,kulli simholiyam,2,punji-02-Diwali2014.doc,
कुवरी त्रिपुरौली नरउन,kuvrī tripuraulī nrun,kuvri tripurauli nrun,2,punji-08-Diwali2014.doc,Kapila
कुश भवनाथा माण्डर,kuś bhvnāthā māṇḍr,kus bhvnatha mandr,2,Final_66-347.doc,
कुशफाड गंगोरा बुधवाल,kuśphāḍ gṃgorā budhvāl,kusphad gmgora budhval,2,punji-04-Diwali2014.doc,
कुशफाडवासी गुलदी खण्डवला,kuśphāḍvāsī guldī khṇḍvlā,kusphadvasi guldi khndvla,2,punji-04-Diwali2014.doc,
कुशहरि दौ गंगोली,kuśhri dau gṃgolī,kushri dau gmgoli,2,Final_348-690.doc,
कुशहरी नरउन,kuśhrī nrun,kushri nrun,2,Vol-3Final03-e(1).doc,
कुशाम दौ खौआल,kuśām dau khauāl,kusam dau khaual,2,punji-04-Diwali2014.doc,
कुशाय प्रयागाः बेलउँच,kuśāy pryāgāḥ belum̐c,kusay pryagah belumc,2,punji-07-Diwali2014.doc,Kṛṣṇātreya
कुशुमलाल,kuśumlāl,kusumlal,2,punji-02-Diwali2014.doc,
कुशेश्वरः खांगुड सरिसव,kuśeśvrḥ khāṃguḍ srisv,kusesvrh khamgud srisv,2,punji-07-Diwali2014.doc,Kāśyapa
कुसआल,kusāl,kusal,2,Vol-3Final03-e(1).doc,
कुसफाड,kusphāḍ,kusphad,2,punji-07-Diwali2014.doc,Kapila
कुसफाडावासी नान्यपुर अलय,kusphāḍāvāsī nānypur aly,kusphadavasi nanypur aly,2,punji-05-Diwali2014.doc,
कुसमलाल,kusmlāl,kusmlal,2,punji-05-Diwali2014.doc,
कुसमौल वासी बसहा,kusmaul vāsī bshā,kusmaul vasi bsha,2,punji-07-Diwali2014.doc,Kapila
कुसमौली उसरौली अलय,kusmaulī usraulī aly,kusmauli usrauli aly,2,punji-04-Diwali2014.doc,
कुसम्बल,kusmbl,kusmbl,2,punji-01-Diwali2014.doc,
कुसम्माल,kusmmāl,kusmmal,2,Final_348-690.doc,
कुसुम दौ बलियास,kusum dau bliyās,kusum dau bliyas,2,Final_66-347.doc,
कुसुमनारायण दौ अलय,kusumnārāyṇ dau aly,kusumnarayn dau aly,2,punji-02-Diwali2014.doc,
कुसुमाकर दौ एकहरा,kusumākr dau ekhrā,kusumakr dau ekhra,2,Final_1-65.doc,Vatsa
कुसुमाकर दौ छतौनी,kusumākr dau chtaunī,kusumakr dau chtauni,2,Final_1-65.doc,Vatsa
कुसुमाल,kusumāl,kusumal,2,Vol-3Final03-c(1).doc,
कुसुमावती कनसम माण्डर,kusumāvtī knsm māṇḍr,kusumavti knsm mandr,2,punji-08-Diwali2014.doc,Kapila
कुसुम्बा,kusumbā,kusumba,2,Final_348-690.doc,
कुसुम्बाल,kusumbāl,kusumbal,2,punji-08-Diwali2014.doc,Kapila
कुसुम्माल,kusummāl,kusummal,2,Final_348-690.doc,
कुसौली सोदर,kusaulī sodr,kusauli sodr,2,Final_66-347.doc,
कुसौली सोदरपुर,kusaulī sodrpur,kusauli sodrpur,2,Final_66-347.doc,
कुसौलीसोदरपुर,kusaulīsodrpur,kusaulisodrpur,2,Final_66-347.doc,
कू जजिवाल,kū jjivāl,ku jjival,2,Vol-3Final03-d(1).doc,
कूचरूकौ वारी माण्डर,kūcrūkau vārī māṇḍr,kucrukau vari mandr,2,punji-03-Diwali2014.doc,
कूटनः कटका माण्डर,kūṭnḥ kṭkā māṇḍr,kutnh ktka mandr,2,punji-04-Diwali2014.doc,
कृतार्थवती मंगरौनी पाली,kṛtārthvtī mṃgraunī pālī,krtarthvti mmgrauni pali,2,punji-03-Diwali2014.doc,
कृत्यानन्द दौ अलय,kṛtyānnd dau aly,krtyannd dau aly,2,punji-02-Diwali2014.doc,
कृपाकान्त नरउन,kṛpākānt nrun,krpakant nrun,2,Final_348-690.doc,
कृपाकान्त माण्डर,kṛpākānt māṇḍr,krpakant mandr,2,Final_348-690.doc,
कृपानन्द बढियाम पवौली,kṛpānnd bḍhiyām pvaulī,krpannd bdhiyam pvauli,2,punji-06-Diwali2014.doc,Śāṇḍilya
कृपानन्द बहेराढी,kṛpānnd bherāḍhī,krpannd bheradhi,2,punji-04-Diwali2014.doc,Vatsa
कृपानन्दा गौर सोदरपुर,kṛpānndā gaur sodrpur,krpannda gaur sodrpur,2,punji-07-Diwali2014.doc,Kapila
कृपानन्दौ भखरौली कुजौली,kṛpānndau bhkhraulī kujaulī,krpanndau bhkhrauli kujauli,2,punji-06-Diwali2014.doc,Śāṇḍilya
कृपानाथ भवनाथा सकराढ़ी,kṛpānāth bhvnāthā skrāḍh़ī,krpanath bhvnatha skradh i,2,Vol-3Final03-a(1).doc,
कृपानाथः अकुशी टकवाल,kṛpānāthḥ akuśī ṭkvāl,krpanathh akusi tkval,2,punji-05-Diwali2014.doc,
कृपानाथः परियाम्ब बुधवाल,kṛpānāthḥ priyāmb budhvāl,krpanathh priyamb budhval,2,punji-04-Diwali2014.doc,Vatsa
कृपानाथः बलिराजपुर हरिअम,kṛpānāthḥ blirājpur hriam,krpanathh blirajpur hriam,2,punji-08-Diwali2014.doc,
कृपानाथा अनल करमहा,kṛpānāthā anl krmhā,krpanatha anl krmha,2,Vol-3Final03-d(1).doc,
कृपानाथा महिषी बुधवाल,kṛpānāthā mhiṣī budhvāl,krpanatha mhisi budhval,2,punji-06-Diwali2014.doc,Śāṇḍilya
कृपानाथा रूचौली एकहरा,kṛpānāthā rūcaulī ekhrā,krpanatha rucauli ekhra,2,punji-05-Diwali2014.doc,
कृपानाथौ नेयाम कुजौली,kṛpānāthau neyām kujaulī,krpanathau neyam kujauli,2,punji-07-Diwali2014.doc,Kapila
कृपानिधि दौ पनिचोभ,kṛpānidhi dau pnicobh,krpanidhi dau pnicobh,2,punji-04-Diwali2014.doc,
कृपाराम जजिवाल,kṛpārām jjivāl,krparam jjival,2,Vol-3Final03-c(1).doc,
कृपाराम दौ जजिवाल,kṛpārām dau jjivāl,krparam dau jjival,2,Vol-3Final03-b(1).doc,
कृपाराम मनसारामा अल्लारि,kṛpārām mnsārāmā allāri,krparam mnsarama allari,2,punji-06-Diwali2014.doc,Śāṇḍilya
कृपाराम सीतारामो पाली,kṛpārām sītārāmo pālī,krparam sitaramo pali,2,Vol-3Final03-c(1).doc,
कृपारामः अलय,kṛpārāmḥ aly,krparamh aly,2,punji-06-Diwali2014.doc,
कृपारामः मलंगिया कटाई,kṛpārāmḥ mlṃgiyā kṭāī,krparamh mlmgiya ktai,2,punji-06-Diwali2014.doc,Śāṇḍilya
कृपारामौ झौवा पनिचोभ,kṛpārāmau jhauvā pnicobh,krparamau jhauva pnicobh,2,punji-07-Diwali2014.doc,Kapila
कृपारामौ बाली सोदरपुर,kṛpārāmau bālī sodrpur,krparamau bali sodrpur,2,punji-06-Diwali2014.doc,Kauśika
कृष्ण गंगोर,kṛṣṇ gṃgor,krsn gmgor,2,Final_66-347.doc,
कृष्ण घनश्यामो सोदरपुर,kṛṣṇ ghnśyāmo sodrpur,krsn ghnsyamo sodrpur,2,Final_348-690.doc,
कृष्ण घुसौत,kṛṣṇ ghusaut,krsn ghusaut,2,Final_66-347.doc,
कृष्ण जजिवाल,kṛṣṇ jjivāl,krsn jjival,2,Final_1-65.doc,Vatsa
कृष्ण दरिहरा,kṛṣṇ drihrā,krsn drihra,2,Final_348-690.doc,
कृष्ण देव पनिचोभ,kṛṣṇ dev pnicobh,krsn dev pnicobh,2,Final_66-347.doc,
कृष्ण देवो पनिचोभ,kṛṣṇ devo pnicobh,krsn devo pnicobh,2,punji-02-Diwali2014.doc,
कृष्ण दो कुसमाल,kṛṣṇ do kusmāl,krsn do kusmal,2,punji-06-Diwali2014.doc,Kauśika
कृष्ण दौ करमहा,kṛṣṇ dau krmhā,krsn dau krmha,2,Final_348-690.doc,
कृष्ण दौ दरिहरा,kṛṣṇ dau drihrā,krsn dau drihra,2,Final_348-690.doc,
कृष्ण दौ दिधो,kṛṣṇ dau didho,krsn dau didho,2,Final_348-690.doc,
कृष्ण दौ पाली,kṛṣṇ dau pālī,krsn dau pali,2,Final_348-690.doc,
कृष्ण दौ बहेराढ़ी,kṛṣṇ dau bherāḍh़ī,krsn dau bheradh i,2,Final_66-347.doc,
कृष्ण दौ बेलउँच,kṛṣṇ dau belum̐c,krsn dau belumc,2,Final_348-690.doc,
कृष्ण दौ वुधवाल,kṛṣṇ dau vudhvāl,krsn dau vudhval,2,Final_348-690.doc,
कृष्ण दौ सतलखा,kṛṣṇ dau stlkhā,krsn dau stlkha,2,punji-04-Diwali2014.doc,
कृष्ण दौ हरिअम,kṛṣṇ dau hriam,krsn dau hriam,2,Final_66-347.doc,
कृष्ण पतियः अलय,kṛṣṇ ptiyḥ aly,krsn ptiyh aly,2,punji-02-Diwali2014.doc,
कृष्ण पीताम्बरो दरिहरा,kṛṣṇ pītāmbro drihrā,krsn pitambro drihra,2,Final_66-347.doc,
कृष्ण बलभद्रो माण्डर,kṛṣṇ blbhdro māṇḍr,krsn blbhdro mandr,2,Final_66-347.doc,
कृष्ण माण्डर,kṛṣṇ māṇḍr,krsn mandr,2,Final_66-347.doc,
कृष्ण मोहना माण्डर,kṛṣṇ mohnā māṇḍr,krsn mohna mandr,2,punji-02-Diwali2014.doc,
कृष्ण लक्ष्मीकांता दरिहरा,kṛṣṇ lkṣmīkāṃtā drihrā,krsn lksmikamta drihra,2,Final_1-65.doc,Vatsa
कृष्ण सकराढ़ी,kṛṣṇ skrāḍh़ī,krsn skradh i,2,Final_348-690.doc,
कृष्ण सिंहो बलियास,kṛṣṇ siṃho bliyās,krsn simho bliyas,2,Final_66-347.doc,
कृष्ण सोदरपुर,kṛṣṇ sodrpur,krsn sodrpur,2,Final_348-690.doc,
कृष्ण हरिजीवो पण्डुआ,kṛṣṇ hrijīvo pṇḍuā,krsn hrijivo pndua,2,Final_66-347.doc,
कृष्णः एकाढवासी अल्लारि,kṛṣṇḥ ekāḍhvāsī allāri,krsnh ekadhvasi allari,2,punji-03-Diwali2014.doc,
कृष्णकर नन्दकराः ओइनी,kṛṣṇkr nndkrāḥ oinī,krsnkr nndkrah oini,2,punji-06-Diwali2014.doc,Kauśika
कृष्णकांता रतौली दरिहरा,kṛṣṇkāṃtā rtaulī drihrā,krsnkamta rtauli drihra,2,punji-03-Diwali2014.doc,
कृष्णकान्त दौ राउढ,kṛṣṇkānt dau rāuḍh,krsnkant dau raudh,2,punji-06-Diwali2014.doc,Kapila
कृष्णकान्तः नगवाड घोसोत,kṛṣṇkāntḥ ngvāḍ ghosot,krsnkanth ngvad ghosot,2,punji-07-Diwali2014.doc,Kapila
कृष्णकान्तो रखवारी हरिअम,kṛṣṇkānto rkhvārī hriam,krsnkanto rkhvari hriam,2,punji-05-Diwali2014.doc,
कृष्णकान्तौ जगतपुर माण्डर,kṛṣṇkāntau jgtpur māṇḍr,krsnkantau jgtpur mandr,2,punji-07-Diwali2014.doc,Vatsa
कृष्णकान्तौ रतिपाड बेलउँच,kṛṣṇkāntau rtipāḍ belum̐c,krsnkantau rtipad belumc,2,punji-06-Diwali2014.doc,Śāṇḍilya
कृष्णचन्द्रो छादन सरिसव,kṛṣṇcndro chādn srisv,krsncndro chadn srisv,2,punji-06-Diwali2014.doc,Kauśika
कृष्णतृतीयायां दिनकरौ पण्डुआ,kṛṣṇtṛtīyāyāṃ dinkrau pṇḍuā,krsntrtiyayam dinkrau pndua,2,Final_1-65.doc,Vatsa
कृष्णदत्त प्रितिदत्ता माण्डर,kṛṣṇdtt pritidttā māṇḍr,krsndtt pritidtta mandr,2,Final_66-347.doc,
कृष्णदत्त भूषणो करमहा,kṛṣṇdtt bhūṣṇo krmhā,krsndtt bhusno krmha,2,Final_348-690.doc,
कृष्णदत्त रूपदत्ता टकवाल,kṛṣṇdtt rūpdttā ṭkvāl,krsndtt rupdtta tkval,2,punji-04-Diwali2014.doc,
कृष्णदत्तः ब्रह्मोलि पनिचोभ,kṛṣṇdttḥ brhmoli pnicobh,krsndtth brhmoli pnicobh,2,punji-03-Diwali2014.doc,
कृष्णदत्तसुतागंगोरा बुधवाल,kṛṣṇdttsutāgṃgorā budhvāl,krsndttsutagmgora budhval,2,Final_66-347.doc,
कृष्णदत्ताः रतौली दरिहरा,kṛṣṇdttāḥ rtaulī drihrā,krsndttah rtauli drihra,2,punji-03-Diwali2014.doc,
कृष्णदत्तो उढरा करमहा,kṛṣṇdtto uḍhrā krmhā,krsndtto udhra krmha,2,punji-05-Diwali2014.doc,
कृष्णदत्तो जमूनी जजिवाल,kṛṣṇdtto jmūnī jjivāl,krsndtto jmuni jjival,2,punji-03-Diwali2014.doc,
